CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41714185,EL FARO BAKERY,Brooklyn,3124,FULTON STREET,11208,7182770010,Bakery,08/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,23,,,04/12/2020,Cycle Inspection / Initial Inspection,40.681500647649,-73.879664307104,305,37,117400,3088227,3039600027,BK83
41636395,PRINCE ST PIZZA,Manhattan,27,PRINCE STREET,10012,2129664100,Pizza,06/01/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,24,,,04/12/2020,Cycle Inspection / Initial Inspection,40.722927389298,-73.994638951146,102,01,004300,1007913,1005080051,MN24
41020286,THE HOUSE OF BREWS,Manhattan,363,WEST   46 STREET,10036,2122450551,American,01/02/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,24,,,04/12/2020,Cycle Inspection / Initial Inspection,40.760502845503,-73.989600317228,104,03,012700,1025043,1010370006,MN15
50012082,MADAME SOU SOU CAFE,Queens,3105,33RD ST,11106,7187106577,French,11/04/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,26,,,04/12/2020,Cycle Inspection / Initial Inspection,40.763142115699,-73.922214054944,401,22,006100,4008898,4006230038,QN70
41549885,GOOD TASTE CHINESE RESTAURANT,Bronx,3416,BOSTON ROAD,10469,7185472679,Chinese,02/05/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,9,A,02/05/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.875772553273,-73.850061256786,212,12,036400,2060614,2047350004,BX03
50037651,SABOR TROPICAL,Manhattan,143,SHERMAN AVENUE,10034,2123045144,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/01/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,19,B,09/01/2016,04/12/2020,Cycle Inspection / Re-inspection,40.864533768203,-73.923367628751,112,10,029100,1064764,1022210001,MN01
41027711,CAFE METRO,Brooklyn,9,METRO TECH CENTER SOUTH,,7182374800,Soups & Sandwiches,03/16/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,03/16/2017,04/12/2020,Cycle Inspection / Initial Inspection,0,0,,,,,3,
41655185,DIVE BAR LOUNGE,Manhattan,667,10 AVENUE,10036,6464498604,American,08/30/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,19,,,04/12/2020,Cycle Inspection / Initial Inspection,40.762690690821,-73.993256769183,104,03,012900,1026971,1010750036,MN15
50000781,CAFE CON AMOR,Queens,6416,ROOSEVELT AVE.,11377,7182055707,Café/Coffee/Tea,02/17/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.745953488244,-73.899779264281,402,26,026100,4030105,4012960034,QN63
50012131,OLIVIA'S RESTAURANT & LOUNGE,Bronx,1854,WESTCHESTER AVENUE,10472,3472819588,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/15/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,32,,,04/12/2020,Cycle Inspection / Initial Inspection,40.832587678684,-73.863934294693,209,18,007000,2024830,2037660048,BX55
41639167,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1655,PITKIN AVENUE,11212,7183427576,Caribbean,09/13/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,11,A,09/13/2018,04/12/2020,Cycle Inspection / Re-inspection,40.669472350543,-73.912161776016,316,41,092400,3080746,3034980064,BK81
40424488,RENATO'S PASTRY SHOP,Staten Island,1646,FOREST AVENUE,10302,7184426838,Bakery,05/07/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,05/07/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.624895772441,-74.143497472352,501,50,025100,5028778,5014380006,SI28
50045659,COLD STONE CREAMERY,Queens,8801,QUEENS BLVD,11373,6167067711,"Ice Cream, Gelato, Yogurt, Ices",11/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,11/12/2019,04/12/2020,Cycle Inspection / Re-inspection,40.735142546906,-73.875283920641,404,25,047300,4437281,4018437501,QN29
41450589,LA PERLA DEL ULUA RESTAURANT,Brooklyn,354,MELROSE STREET,11237,7183669407,Spanish,06/15/2016,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.70368330811,-73.928025504583,304,34,042700,3426098,3031650027,BK77
50032677,DANIELA'S CAFE,Brooklyn,3901,NEW UTRECHT AVENUE,11219,7184310999,Mexican,01/05/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,9,A,01/05/2017,04/12/2020,Cycle Inspection / Re-inspection,40.645434167416,-73.994475837193,312,38,011000,3135191,3055830049,BK34
41015170,CARMINE'S PIZZA,Brooklyn,358,GRAHAM AVENUE,11211,7187829659,Pizza,12/21/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,,,04/12/2020,Cycle Inspection / Initial Inspection,40.71497344661,-73.944448002948,301,34,049700,3068752,3027600007,BK90
50064654,ANPANMAN BAKERY CAFE,Manhattan,83,CANAL STREET,10002,2123438077,Chinese,12/16/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,54,,,04/12/2020,Cycle Inspection / Initial Inspection,40.715283131825,-73.993149757959,103,01,001600,1079647,1003000001,MN27
50075519,D HACK'S HALAL,Queens,10725,LIBERTY AVE,11417,7186842162,Caribbean,09/16/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,51,,,04/12/2020,Cycle Inspection / Initial Inspection,40.683655715006,-73.833869581249,410,28,009800,4201672,4095120032,QN55
41600900,PANDA GARDEN RESTAURANT,Brooklyn,9708,3 AVENUE,11209,7186801126,Chinese,05/22/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,16,,,04/12/2020,Cycle Inspection / Initial Inspection,40.615623573403,-74.034271915495,310,43,005601,3155823,3061250018,BK31
50084463,TETA'S KITCHEN,Queens,2802,21ST ST,11102,7187770106,Mediterranean,03/14/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,45,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.771039118137,-73.926898214358,401,22,008300,4006068,4005380041,QN71
50048578,TACUBA,Manhattan,802,9 AVENUE,10019,2122454500,Mexican,08/20/2018,No violations were recorded at the time of this inspection.,,,,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.765495346664,-73.987466013289,104,03,013300,1025390,1010440002,MN15
41385888,AU BON PAIN,Manhattan,462,1 AVENUE,10016,2124815426,American,08/08/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,7,A,08/08/2019,04/12/2020,Cycle Inspection / Re-inspection,40.739489790595,-73.976623458224,106,04,006200,1086515,1009620100,MN20
41384019,LEGENDS NYC,Manhattan,6,WEST   33 STREET,10001,2129677792,American,04/09/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.747931395517,-73.985462691098,105,04,007600,1083631,1008340049,MN17
50086956,MCDONALD'S,Manhattan,102,1 AVENUE,10009,5082081825,Hamburgers,03/05/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,03/05/2020,04/12/2020,Cycle Inspection / Initial Inspection,40.726522310707,-73.986051859151,103,02,003200,1005770,1004347503,MN22
50002548,CARIFESTA RESTAURANT,Bronx,4251,WHITE PLAINS ROAD,10466,7183252261,Caribbean,01/12/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,24,,,04/12/2020,Cycle Inspection / Initial Inspection,40.894700364761,-73.856662951301,212,11,041800,2068111,2049950080,BX62
41708729,ENERGY FUEL CAFE,Brooklyn,606A,5 AVENUE,11215,7184996999,American,06/22/2017,No violations were recorded at the time of this inspection.,,,,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.663782791875,-73.990920281379,307,38,014300,3008911,3006280038,BK37
50009898,EL GRAN MALECON RESTAURANT,Brooklyn,234,KNICKERBOCKER AVENUE,11237,3479155104,Spanish,04/27/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,22,,,04/12/2020,Inter-Agency Task Force / Initial Inspection,40.702943450758,-73.925653150424,304,34,042700,3072522,3031860034,BK77
41106321,BARZOLA'S RESTAURANT III,Queens,9212,37 AVENUE,11372,7182056900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/02/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,04/02/2019,04/12/2020,Cycle Inspection / Re-inspection,40.750735023653,-73.874792636477,403,21,027500,4462413,4014800006,QN28
50050214,CARNIVAL PALACE,Queens,9209,JAMAICA AVE,11421,7188466888,Chinese,05/15/2019,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",N,,,,04/12/2020,Trans Fat / Initial Inspection,40.693327077846,-73.853065916598,409,32,001400,4182100,4088700053,QN53
50055236,NAKED CRAB,Queens,3916,COLLEGE POINT BLVD,11354,7188868777,Seafood,10/22/2019,Violations were cited in the following area(s).,18D,"Failure to comply with an Order of the Board of Health, Commissioner, or Department.",N,,,,04/12/2020,Administrative Miscellaneous / Re-inspection,40.75879747639,-73.834479180217,407,20,087100,4539543,4049620004,QN22
41316251,HURON CLUB/SOHO PLAYHOUSE,Manhattan,15,VANDAM STREET,10013,2126911555,American,03/03/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,14,,,04/12/2020,Cycle Inspection / Initial Inspection,40.726322703743,-74.004470174465,102,03,003700,1007836,1005060047,MN24
40901214,CHILI'S GRILL & BAR,Staten Island,1497,RICHMOND AVENUE,10314,7186970883,American,02/03/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,29,,,04/12/2020,Cycle Inspection / Initial Inspection,40.611622676182,-74.159561099323,502,50,029104,5151293,5015480001,SI05
50085330,AMPLE HILLS CREAMERY,Manhattan,141,8 AVENUE,10011,2126453200,"Ice Cream, Gelato, Yogurt, Ices",11/26/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,22,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.741578185883,-74.00120170319,104,03,008300,1013054,1007400037,MN13
41467140,MOTHER OF PEARL/HONEY BEES,Manhattan,95,AVENUE A,10009,2126146818,Vegetarian,01/21/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,22,,,04/12/2020,Cycle Inspection / Initial Inspection,40.725555871857,-73.98390539302,103,02,003200,1005796,1004340036,MN22
50011080,AZOGUENITA  BAKERY & RESTAURANT,Queens,4026,NATIONAL ST,11368,7184262900,Spanish,09/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,09/12/2016,04/12/2020,Cycle Inspection / Initial Inspection,40.74907194329,-73.86299752872,404,21,040500,4048539,4019740018,QN26
50045945,SUBWAY,Manhattan,52,VANDERBILT AVENUE,10017,2126732500,Sandwiches,02/23/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,16,,,04/12/2020,Cycle Inspection / Initial Inspection,40.754028912268,-73.977213886606,105,04,009400,1035375,1012790045,MN17
50090023,TOCO AZUL,Queens,1008,CLINTONVILLE ST,11357,9172852794,Mexican,11/25/2019,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",N,11,A,11/25/2019,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.792758171573,-73.812891485083,407,19,098100,4102637,4045150031,QN49
